id,word,translation,language,status,created_at,updated_at
24821,переубеждать,см. переубедить,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24822,переулок,"aralıq, tar soqaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24823,переутомление,ziyade yoruluv,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24824,переучёт,yañıdan esaplama,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24825,перехватить,"1) (подхватить) qolğa tüşürmek
2) (взять в руки) öz qoluna almaq
3) (подпоясать) tutıp qalmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24826,перехватывать,"1) (подхватывать) qolğa tüşürmek
2) (брать в руки) öz qoluna almaq
3) (подпоясывать) tutıp qalmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24827,переход,"1) keçme, keçüv, keçiş, yürüş
переход через горы - dağlardan keçme
2) (место) keçit, keçit yeri
подземный переход - yerastı keçiti",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24828,переходить,см. перейти,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24829,переходный,keçici,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24830,перец,"biber
чёрный перец - qara biber
красный перец - qırmızı biber",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24831,перечень,(список) cedvel,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24832,перечёркивать,sızmaq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24833,перечеркнуть,sızmaq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24834,перечислить,"1) saymaq, añmaq (упомянуть), aytmaq (назвать), sıralamaq (выстроить в некотором порядке)
перечисленные выше писатели - yuqarıda añılğan yazıcılar
2) (о деньгах) keçirmek
перечислить деньги на его счёт - onıñ esabına aqça keçirmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24835,перечислять,см. перечислить,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24836,перечница,biber savutı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24837,перешеек,boyun,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24838,перешивать,ğayrıdan tikmek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24839,перешить,ğayrıdan tikmek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24840,перила,"tayanğıç, qorqulıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24841,перина,puf töşek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24842,период,"devir, vaqıt, zaman",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24843,периодически,"1) devren
активность солнца изменяется периодически, достигая максимума раз в 12 лет - küneşniñ faalligi 12 yılda bir kere minimumğa yetip devren deñişe
2) (время от времени) vaqıt-vaqıt, ara-sıra, arada-sırada, ekide bir, bazı-bazıda
он периодически к нам заходит - o ara-sıra bizge kirip kete",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24844,периодический,"devriy
периодическая дробь - devriy kesir
периодическая система химических элементов - himiyaviy elementlerniñ devriy sisteması",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24845,перистый,"1) (о масти лошади) alaca
2) (о цвете) alaca-bulaca",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24846,периферия,"merkezden uzaq yer, periferiya
жить на периферии - merkezden uzaq bir yerde oturmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24847,перламутр,sadef,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24848,пернатые,qanatlılar,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24849,пернатый,qanatlı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24850,перо,"1) tük
очистить курицу от перьев - tavuqnı tüklerinden temizlemek
2) (для письма) qalem ucu
3) (перен.) qalem
у него острое перо - onıñ qalemi ötkürdir
4) (лист лука, чеснока) yapraq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24851,перочинный,перочинный нож - çaqı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24852,перпендикуляр,"amut, tikme, perpendikulâr",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24853,перпендикулярно,"amuden, tikme olaraq, perpendikulâr olaraq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24854,перпендикулярный,"amudiy, tikme°, perpendikulâr°",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24855,перрон,perron,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24856,перс,"fars, acem",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24857,персидский,"fars°, farsiy, acem°, acemiy
персидский язык - fars tili
***
Персидский залив - Basra körfezi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24858,персик,şeftali,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24859,персиковый,"şeftali°
персиковый цвет - şeftali tüsü, şeftali renki
персиковое дерево - şeftali teregi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24860,Персия,Acemistan,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24861,персона,"şahıs, kişi, zat",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24862,персонаж,"şahıs, personaj",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24863,персонал,hadimler,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24864,перспектива,"1) (будущее) kelecek, istiqbal [произн. истикъбаль], perspektiva
2) (на картине, фотографии) perspektiva",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24865,перстень,taşlı yüzük; yüzük,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24866,Перу,Peru,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24867,перхоть,kepek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24868,перчатка,"qolçaq, eldiven
тёплые перчатки - sıcaq qolçaqlar",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24869,пёс,"köpek, it",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24870,песенник,"1) (сборник песен) yırlar cıyıntığı
2) (автор песен или музыки к ним) yırlar müellifi
3) (певец) yırcı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24871,песенный,"yır°, türkü°
песенный конкурс - yır yarışı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24872,песец,aq tilki,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24873,песик,köpeçik,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24874,песнопение,"yır, türkü, ilâiy (религиозное)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24875,песня,"türkü, yır, ilâiy (религиозная)
спеть песню - türkü yırlamaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24876,песок,"qum
***
сахарный песок - toz şeker",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24877,песочный,"1) qum°
песочные часы - qum saatı
2) (о тесте) ufanğan
песочное печенье - ufanğan peçenye",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24878,пессимизм,pessimizm,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24879,пессимистический,pessimistik,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24880,пестик,"(ботан.) ırğaçı müçe, yemişlik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24881,пестрота,allı-güllülik,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24882,пёстрый,"1) allı-güllü
2) (о масти лошади) alaca",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24883,песчаник,qum taşı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24884,песчаный,"qumlu, qum°
песчаный берег - qumlu yalı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24885,петля,"ilmek, ilik (для пуговиц)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24886,петрушка,mağdanoz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24887,петух,"horaz
где же мой с золотым гребешком, белогрудый, серый петушок? (из народной песни) - aniya menim telli başlı köküsi beyaz çal horazım?",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24888,петь,"1) yırlamaq, türkü aytmaq
2) (о птицах) ötmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24889,пехота,"piyade askerler, piyade",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24890,пехотинец,piyade asker,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24891,печалиться,"qasevet etmek, qasevetlenmek, busanmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24892,печаль,ğam; qaar; qasevet; qayğı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24893,печально,"ğamlı, kederli, qaarli, qayğılı, qasevetli, melül, melül-melül",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24894,печальный,"ğamlı, kederli, mazun, qaarli, qayğılı, qasevetli, melül",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24895,печатать,"basmaq, neşir etmek (издавать)
печатать книги - kitaplar basmaq
печатать на принтере - printernen basmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24896,печатный,"1) (служащий для печатания) matbaa°, basım°
печатная машина - matbaa maşnası
2) (напечатанный) basma, basılğan, neşir etilgen (изданный)
печатная буква - basma arif",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24897,печать,"1) (штамп) müür
поставить печать - müür basmaq
2) (перен. впечатление) iz, tamğa, tesir
оставить неизгладимую печать - silinmez iz qaldırmaq
3) (процесс печатания) basma, basılma, neşir etme, neşir etilme
книга находится в печати - kitap basılmaqta
4) (пресса) matbuat
День печати - Matbuat künü",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24898,печень,qara ciger,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24899,печенье,"peçenye, qurabiye",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24900,печка,soba,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24901,печь,"1) (готовить) pişirmek
печь хлеб - ötmek pişirmek
2) (печка) soba, ocaq, furun
доменная печь - maden sobası",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24902,печься,"1) (готовиться) pişirilmek
2) (под солнцем) küneşte pişmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24903,пешеход,piyade,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24904,пешеходный,"cayav°, piyade°
пешеходный переход - cayav keçiti
пешеходный мост - cayav köpüri",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24905,пешка,piyade,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24906,пешком,"cayav, piyade
ходить пешком - cayav yürmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24907,пещера,qoba,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24908,пианино,pianino,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24909,пианист,pianinocı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24910,пиво,"bira
бокал пива - bir meşrebe bira
бутылочное пиво - şişe birası",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24911,пигмент,pigment,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24912,пиджак,bicaq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24913,пижама,pijama,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24914,пизда,"/!нецензурное слово!/
am",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24915,пика,mızraq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24916,пикет,"piket, numayış",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24917,пила,pıçqı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24918,пилить,"pıçmaq
пилить дрова - odun pıçmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24919,пиломатериал,kereste,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24920,пилот,uçucı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24921,пилотирование,(управление самолётом) uçaqnı idare etüv,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24922,пинать,tepmek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24923,пион,patlaq çanaq; şaqayıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24924,пионер,pioner,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24925,пипетка,tamçılıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24926,пир,ziyafet,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24927,пирамида,piramida,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24928,пират,"korsan, deñiz hırsızı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24929,пирог,"börek, köbete, burma, tava loqum, bulğaça",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24930,пирожное,pirojnoye,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24931,пирожок,"börek
пирожок с мясом - etli börek
пирожок с капустой - qapıstalı börek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24932,писарь,"1) (канцелярский служащий)  yazıcı
2) (каллиграф) hattat
3) профессия писаря - kitabet",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24933,писатель,"yazıcı, edip",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24934,писать,"1) yazmaq
писать письмо - mektüp yazmaq
2) (быть писателем) yazmaq
он пишет уже много лет - o çoq yıldan berli yaza
3) (быть годным для письма) yazmaq
ручка не пишет - qalem yazmay
4) (рисовать) resim yapmaq, yapmaq
писать каритну - resim yapmaq
писать портрет - portret yapmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24935,пистолет,pıştav,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24936,письменно,yazı şeklinde,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24937,письменность,"yazı, kitabet",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24938,письменный,"1) (написанный) yazma, yazılğan
письменное заявление - yazma ariza
2) (предназначенный для письма) yazuv°, yazma°, yazmaq içün
письменный стол - yazuv masası",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24939,письмо,"1) (послание, сообщение) mektüp
написать письмо - mektüp yazmaq
2) (умение писать) yazuv, yazma
учиться письму и чтению - yazmaq ve oqumaqnı ögrenüv",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24940,питание,"1) (действие) aşama, aşatma, ğıdalama, besleme
2) (пища) aş, aşayt, yemek, ğıda
горячее питание - sıcaq aş",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24941,питательный,"besleyici, ğıdalı
питательные вещества - besleyici maddeler",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24942,питать,"1) (кормить) aşatmaq; beslemek
2) (доставлять кому-то духовную пищу) ğıda bermek; tiriltmek
3) (ощущать) işanmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24943,питаться,"aşamaq, beslennek, ğıda almaq, keçinmek
хорошо питаться - yahşı aşlar aşamaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24944,питомник,"1) (для растений) fidanlıq, aşlamalıq
2) (для животных) (ayvanlar) asralğan yer",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24945,пить,"içmek
пить компот - hoşaf içmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24946,питьевой,"içile bilgen; içilgen
питьевая вода - içilgen suv",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24947,пихта,aqçam,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24948,пища,"aş, yemek, ğıda
готовить пищу - aş pişirmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24949,пищеварение,aş ezim etüv; sinirüv,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24950,пищеварительный,"aş azım etici
пищеварительная система - aş azım etici sistema
пищеварительный тракт - aş siñirüv yolları",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24951,пищевод,aş yolu; öñgeç,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24952,пищевой,aşayt°,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24953,пиявка,sülük,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24954,плавание,"yaldama, yaldav",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24955,плавательный,"yaldama°, yaldav°
плавательный бассейн - yaldav havuzı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24956,плавать,"yaldamaq
я учусь плавать - men yaldamağa ögrenem",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24957,плавка,iritüv; irüv,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24958,плавки,plavki,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24959,плавление,iritüv; irüv,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24960,плавник,yaldavuç,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24961,плавный,yaldamalı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24962,плазменный,"plazma°
плазменный экран - plazma ekranı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24963,плакат,"plakat, levha",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24964,плакать,"ağlamaq, köz yaşı tökmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24965,плакаться,"1) ağlanmaq
2) (жалеть себя) özüni acıtmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24966,плакса,ağlavuq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24967,пламенный,"alevli, ateşli, ateşin
пламенный взор - ateşli baqış
пламенный привет - ateşin selâm
пламенная страсть - şiddetli ihtiras",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24968,пламя,"alev, yalın
***
вспыхнуть пламенем - alevlenmek, tutaşıp yanmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24969,план,plan,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24970,планер,planer,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24971,планеризм,planercilik,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24972,планета,seyyare,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24973,планетарий,"seyyarehane, planetariy",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24974,планирование,"planlaştıruv, planlaştırma",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24975,планировать,"1) (разрабатывать план) planlaştırmaq
2) (намереваться) niyet etmek, niyetlenmek, niyeti olmaq, murat etmek, meram etmek
он планирует приехать завтра - yarın kelmek niyeti bar, yarın kelmege niyet ete
3) (лететь без мотора) yavaş-yavaş motorsız uçmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24976,пласт,qat,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24977,пластилин,plastilin,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24978,пластинка,"disk, plastinka",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24979,пластмасса,plastmassa,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24980,плата,"para (деньги), aq, aylıq (месячная зарплата), maaş
плата за билет - bilet parası",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24981,платёж,ödeme; ödenme,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24982,платина,aqaltın,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24983,платить,"ödemek, aqça(sı)nı (para(sı)nı) bermek, tölemek
платить за проезд - yol parasını bermek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24984,платный,paralı; tölemeli,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24985,платок,"yavlıq
носовой платок - cep yavlığı, poşu, mendil",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24986,платформа,platforma,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24987,платье,"1) (женская одежда) anter
2) (одежда) urba, kiyim",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24988,плацдарм,platsdarm,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24989,плач,ağlama; ağlav,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24990,плачевный,acınıqlı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24991,плащ,"plaşç, yağmurlıq (дождевик)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24992,плевать,tükürmek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24993,племя,qabile,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24994,племянник,"ağanıñ oğlu (сын старшего брата), tatanıñ oğlu (сын старшей сестры), qardaşnıñ oğlu (сын младшего брата или сестры)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24995,племянница,"ağanıñ qızı (дочь старшего брата), tatanıñ qızı (дочь старшей сестры), qardaşnıñ qızı (дочь младшего брата или сестры)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24996,плен,"esirlik, esaret
взять в плен - esir almaq, esir etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24997,пленарный,"umumiy
пленарное заседание - umumiy toplaşuv",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24998,плёнка,"1) perde, zar
2) (кино, фото, магнитофонная) plönka",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
24999,пленник,esir,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25000,пленный,esir,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25001,пленум,plenum,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25002,плесень,küf,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25003,плескать,"1) çalqamaq; septirmek
2) (о волнах моря) şapırmaq; çalqanmaq
3) (о фонтане) fışqırmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25004,плесневелый,"küflü, küf°",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25005,плеснуть,"1) çalqamaq; septirmek
2) (о волнах моря) şapırmaq; çalqanmaq
3) (о фонтане) fışqırmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25006,плести,"örmek
плести кружева - oya örmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25007,плестись,"1) (с трудом идти) zornen yürmek
2) (блуждать) bıralqılamaq
3) плестись в хвосте - artta qalmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25008,плетень,çeten,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25009,плётка,qamçı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25010,плеть,"1) (плётка) örgü
2) (стебель) örken",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25011,плечо,"omuz
***
быть по плечу - arc olmaq
не по плечу - arc degil",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25012,плеяда,"1) (созвездие) Sureyya, Ülker
2) (перен.) bir sıra
плеяда молодых поэтов и писателей - bir sıra yaş şair ve yazıcı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25013,плита,"1) taş, pilâki
мраморная плита - mermer taşı
2) (кухонная) ocaq, plita",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25014,плитка,"(керамическая, тротуарная) taşçıq(lar)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25015,плов,pilâv,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25016,пловец,yaldayıcı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25017,плод,"1) meyva
2) (перен. результат) netice, meyva, mahsul, semere
плод многолетнего труда - çoq yıllıq emeginiñ mahsulı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25018,плодовитый,bereketli,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25019,плодоводство,meyvacılıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25020,плодовый,"meyva°, yemiş°",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25021,плодожорка,meyva qurtu,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25022,плодоносить,bereket bermek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25023,плодородие,"bereketlik, mahsuldarlıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25024,плодородность,"bereketlik, mahsuldarlıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25025,плодородный,"bereketli
плодородная почва - bereketli topraq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25026,плодотворный,"semereli, bereketli
плодотворная деятельность - semereli iş",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25027,пломба,"dolğu, plomba",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25028,пломбир,plombir,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25029,пломбирование,"dolğulav, plombalav",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25030,пломбировать,"dolğu qoymaq, dolğulamaq, plomba qoymaq, plombalamaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25031,плоский,"yalpaq, tegiz, tüz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25032,плоскогорье,yayla,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25033,плоскогубцы,kelpeden,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25034,плоскость,tüzlük,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25035,плот,sal,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25036,плотва,camca,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25037,плотина,"bent
построить на реке плотину - özende bent qurmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25038,плотник,dülger,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25039,плотницкий,"dülger°, dülgerlik°",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25040,плотно,"sıq, sım-sıq
плотно закрыть дверь - qapını sıqıp qapatmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25041,плотный,"1) (густой) sıq
2) (тесный) sıq, sıqı
3) (полный) tam",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25042,плохо,"1) yaramay, fena
плохо учиться - yaramay oqumaq
2) yaramay, fena, çataq
мне плохо - men yaramayım",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25043,плохой,"yaramay, fena, yaman
вчера была плохая погода - tünevin ava yaramay (fena) edi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25044,площадка,"meydan(çıq), alan; çimenlik
спортивная площадка - sport meydanı
детская площадка - balalar meydançığı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25045,площадь,"1) meydan
дворцовая площадь - saray meydanı
2) meydanlıq
площадь круга - daireniñ meydanlığı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25046,плуг,"saban
тракторный плуг - traktor sabanı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25047,плут,"ayneci, iylekâr",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25048,плутовство,"aynecilik, iylekârlıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
25049,плутоний,plutoniy,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
